#date,jdobs,filter,absmag,magpsf,sigmamagpsf,limmag,instrument,reducedby,refsys,issub 
"2018 Aug 10",2458340.8270,"g", 99.0, 99.0,99.0, 19.54,"P48+ZTF","None","None",True
"2018 Aug 13",2458343.6600,"r", 99.0, 99.0,99.0, 20.69,"P48+ZTF","None","None",True
"2018 Aug 13",2458343.6798,"g", 99.0, 99.0,99.0, 20.71,"P48+ZTF","None","None",True
"2018 Aug 16",2458346.6564,"g", 99.0, 99.0,99.0, 20.52,"P48+ZTF","None","None",True
"2018 Aug 16",2458346.6796,"r", 99.0, 99.0,99.0, 20.66,"P48+ZTF","None","None",True
"2018 Aug 19",2458349.6606,"g", 99.0, 99.0,99.0, 20.13,"P48+ZTF","None","None",True
"2018 Aug 19",2458349.6615,"g", 99.0, 99.0,99.0, 20.21,"P48+ZTF","None","None",True
"2018 Aug 19",2458349.6710,"g", 99.0, 99.0,99.0, 20.22,"P48+ZTF","None","None",True
"2018 Aug 19",2458349.6923,"g", 99.0, 99.0,99.0, 20.28,"P48+ZTF","None","None",True
"2018 Aug 19",2458349.7346,"r", 99.0, 99.0,99.0, 20.22,"P48+ZTF","None","None",True
"2018 Aug 19",2458349.7355,"r", 99.0, 99.0,99.0, 20.23,"P48+ZTF","None","None",True
"2018 Aug 19",2458349.7568,"r", 99.0, 99.0,99.0, 20.13,"P48+ZTF","None","None",True
"2018 Aug 19",2458349.7755,"r", 99.0, 99.0,99.0, 20.15,"P48+ZTF","None","None",True
"2018 Aug 20",2458350.6545,"r", 99.0, 99.0,99.0, 20.36,"P48+ZTF","None","None",True
"2018 Aug 20",2458350.6823,"r", 99.0, 99.0,99.0, 20.37,"P48+ZTF","None","None",True
"2018 Aug 20",2458350.7062,"r", 99.0, 99.0,99.0, 20.36,"P48+ZTF","None","None",True
"2018 Aug 20",2458350.7355,"g", 99.0, 99.0,99.0, 20.16,"P48+ZTF","None","None",True
"2018 Aug 20",2458350.7666,"g", 99.0, 99.0,99.0, 20.11,"P48+ZTF","None","None",True
"2018 Aug 20",2458350.7790,"g", 99.0, 99.0,99.0, 20.04,"P48+ZTF","None","None",True
"2018 Aug 21",2458351.6620,"r", 99.0, 99.0,99.0, 20.37,"P48+ZTF","None","None",True
"2018 Aug 21",2458351.6764,"r", 99.0, 99.0,99.0, 20.37,"P48+ZTF","None","None",True
"2018 Aug 21",2458351.6906,"r", 99.0, 99.0,99.0, 20.39,"P48+ZTF","None","None",True
"2018 Aug 21",2458351.7345,"g", 99.0, 99.0,99.0, 20.03,"P48+ZTF","None","None",True
"2018 Aug 21",2458351.7675,"g", 99.0, 99.0,99.0, 20.00,"P48+ZTF","None","None",True
"2018 Aug 21",2458351.7856,"g", 99.0, 99.0,99.0, 19.84,"P48+ZTF","None","None",True
"2018 Aug 22",2458352.6598,"g", 99.0, 99.0,99.0, 19.68,"P48+ZTF","None","None",True
"2018 Aug 22",2458352.6608,"g", 99.0, 99.0,99.0, 19.78,"P48+ZTF","None","None",True
"2018 Aug 22",2458352.6789,"g", 99.0, 99.0,99.0, 19.70,"P48+ZTF","None","None",True
"2018 Aug 22",2458352.7057,"g", 99.0, 99.0,99.0, 19.96,"P48+ZTF","None","None",True
"2018 Aug 22",2458352.7138,"r", 99.0, 99.0,99.0, 20.06,"P48+ZTF","None","None",True
"2018 Aug 22",2458352.7359,"r", 99.0, 99.0,99.0, 20.06,"P48+ZTF","None","None",True
"2018 Aug 22",2458352.7443,"r", 99.0, 99.0,99.0, 20.06,"P48+ZTF","None","None",True
"2018 Aug 22",2458352.7561,"r", 99.0, 99.0,99.0, 20.07,"P48+ZTF","None","None",True
"2018 Aug 23",2458353.6612,"r", 99.0, 99.0,99.0, 20.16,"P48+ZTF","None","None",True
"2018 Aug 23",2458353.6802,"r", 99.0, 99.0,99.0, 20.13,"P48+ZTF","None","None",True
"2018 Aug 23",2458353.6953,"r", 99.0, 99.0,99.0, 20.28,"P48+ZTF","None","None",True
"2018 Aug 23",2458353.7450,"r", 99.0, 99.0,99.0, 20.18,"P48+ZTF","None","None",True
"2018 Aug 23",2458353.7553,"r", 99.0, 99.0,99.0, 20.16,"P48+ZTF","None","None",True
"2018 Aug 23",2458353.7979,"r", 99.0, 99.0,99.0, 19.97,"P48+ZTF","None","None",True
"2018 Aug 24",2458354.6863,"r", 99.0, 99.0,99.0, 20.05,"P48+ZTF","None","None",True
"2018 Aug 24",2458354.6932,"r", 99.0, 99.0,99.0, 19.99,"P48+ZTF","None","None",True
"2018 Aug 24",2458354.7261,"r", 99.0, 99.0,99.0, 20.02,"P48+ZTF","None","None",True
"2018 Aug 24",2458354.7472,"r", 99.0, 99.0,99.0, 19.93,"P48+ZTF","None","None",True
"2018 Aug 25",2458355.7490,"r", 99.0, 99.0,99.0, 20.00,"P48+ZTF","None","None",True
"2018 Aug 25",2458355.7543,"r", 99.0, 99.0,99.0, 20.01,"P48+ZTF","None","None",True
"2018 Aug 26",2458356.7153,"r", 99.0, 99.0,99.0, 19.72,"P48+ZTF","None","None",True
"2018 Aug 26",2458356.7238,"r", 99.0, 99.0,99.0, 19.83,"P48+ZTF","None","None",True
"2018 Aug 26",2458356.7461,"r", 99.0, 99.0,99.0, 19.85,"P48+ZTF","None","None",True
"2018 Aug 26",2458356.7554,"r", 99.0, 99.0,99.0, 19.88,"P48+ZTF","None","None",True
"2018 Aug 27",2458357.6830,"r", 99.0, 99.0,99.0, 19.75,"P48+ZTF","None","None",True
"2018 Aug 27",2458357.7426,"r", 99.0, 99.0,99.0, 19.75,"P48+ZTF","None","None",True
"2018 Aug 27",2458357.7649,"r", 99.0, 99.0,99.0, 19.68,"P48+ZTF","None","None",True
"2018 Aug 27",2458357.7845,"r", 99.0, 99.0,99.0, 19.53,"P48+ZTF","None","None",True
"2018 Aug 28",2458358.7016,"r", 99.0, 99.0,99.0, 20.04,"P48+ZTF","None","None",True
"2018 Aug 28",2458358.7249,"r", 99.0, 99.0,99.0, 19.88,"P48+ZTF","None","None",True
"2018 Aug 28",2458358.7416,"r", 99.0, 99.0,99.0, 19.84,"P48+ZTF","None","None",True
"2018 Aug 29",2458359.7142,"r", 99.0, 99.0,99.0, 19.84,"P48+ZTF","None","None",True
"2018 Aug 29",2458359.7184,"r", 99.0, 99.0,99.0, 19.27,"P48+ZTF","None","None",True
"2018 Aug 29",2458359.7455,"r", 99.0, 99.0,99.0, 18.74,"P48+ZTF","None","None",True
"2018 Aug 29",2458359.7683,"r", 99.0, 99.0,99.0, 19.43,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.6423,"g", 99.0, 99.0,99.0, 20.39,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.6569,"g", 99.0, 99.0,99.0, 20.78,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.7256,"r", 99.0, 99.0,99.0, 20.04,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.7468,"r", 99.0, 99.0,99.0, 20.16,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.7647,"r", 99.0, 99.0,99.0, 19.87,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.6461,"r", 99.0, 99.0,99.0, 20.42,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.6666,"g", 99.0, 99.0,99.0, 20.78,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.6696,"g", 99.0, 99.0,99.0, 20.84,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.6971,"g", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.7454,"r", 99.0, 99.0,99.0, 20.24,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.7889,"r", 99.0, 99.0,99.0, 19.86,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.6376,"r", 99.0, 99.0,99.0, 20.40,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.6563,"r", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.6572,"r", 99.0, 99.0,99.0, 20.75,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.6739,"r", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.7012,"g", 99.0, 99.0,99.0, 20.85,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.7021,"g", 99.0, 99.0,99.0, 20.82,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.7139,"g", 99.0, 99.0,99.0, 20.39,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.7357,"g", 99.0, 99.0,99.0, 20.45,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.6703,"g", 99.0, 99.0,99.0, 20.23,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.7045,"g", 99.0, 99.0,99.0, 20.52,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.7188,"r", 99.0, 99.0,99.0, 20.25,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.7389,"r", 99.0, 99.0,99.0, 19.66,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.7567,"r", 99.0, 99.0,99.0, 19.98,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.6421,"r", 99.0, 99.0,99.0, 20.55,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.6580,"r", 99.0, 99.0,99.0, 20.78,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.6741,"r", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.7015,"g", 99.0, 99.0,99.0, 20.80,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.7160,"g", 99.0, 99.0,99.0, 20.82,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.7373,"g", 99.0, 99.0,99.0, 20.74,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.6352,"r", 99.0, 99.0,99.0, 20.52,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.6579,"r", 99.0, 99.0,99.0, 20.75,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.6588,"r", 99.0, 99.0,99.0, 20.73,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.6777,"r", 99.0, 99.0,99.0, 20.67,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.7212,"g", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.7231,"g", 99.0, 99.0,99.0, 20.71,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.7334,"g", 99.0, 99.0,99.0, 20.70,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.7573,"g", 99.0, 99.0,99.0, 20.54,"P48+ZTF","None","None",True
"2018 Sep 05",2458366.6983,"g", 99.0, 99.0,99.0, 20.90,"P48+ZTF","None","None",True
"2018 Sep 05",2458366.7131,"g", 99.0, 99.0,99.0, 20.88,"P48+ZTF","None","None",True
"2018 Sep 05",2458366.7357,"g", 99.0, 99.0,99.0, 20.78,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.6494,"r", 99.0, 99.0,99.0, 20.66,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.6762,"r", 99.0, 99.0,99.0, 20.46,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.7062,"r", 99.0, 99.0,99.0, 20.32,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.7173,"g", 99.0, 99.0,99.0, 20.66,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.7439,"g", 99.0, 99.0,99.0, 20.45,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.7617,"g", 99.0, 99.0,99.0, 20.23,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6362,"r", 99.0, 99.0,99.0, 20.68,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6512,"r", 99.0, 99.0,99.0, 20.65,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6619,"r", 99.0, 99.0,99.0, 20.71,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6751,"r", 99.0, 99.0,99.0, 20.58,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6972,"g", 99.0, 99.0,99.0, 20.74,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.7240,"g", 99.0, 99.0,99.0, 20.63,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.7263,"g", 99.0, 99.0,99.0, 20.63,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.7350,"g", 99.0, 99.0,99.0, 20.62,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.6411,"r", 99.0, 99.0,99.0, 20.70,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.6491,"r", 99.0, 99.0,99.0, 20.67,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.6759,"r", 99.0, 99.0,99.0, 20.63,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.7188,"g", 99.0, 99.0,99.0, 20.65,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.7448,"g", 99.0, 99.0,99.0, 20.47,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.7541,"g", 99.0, 99.0,99.0, 20.39,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.6408,"r", 99.0, 99.0,99.0, 20.47,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.6634,"r", -15.27, 20.48,0.26, 20.53,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.6856,"g", -16.05, 19.70,0.14, 20.79,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.6994,"g", -16.40, 19.34,0.11, 20.63,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.7153,"g", -16.95, 18.80,0.08, 20.57,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.7612,"r", -17.39, 18.36,0.08, 19.85,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.7612,"r", -17.39, 18.36,0.08, 19.85,"P48+ZTF","None","None",True
"2018 Sep 09",2458371.3779,"i", -18.53, 17.22,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 09",2458371.3779,"i", -18.45, 17.30,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 09",2458371.3786,"r", -18.86, 16.89,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 09",2458371.3786,"r", -18.86, 16.89,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 09",2458371.3793,"g", -19.20, 16.55,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 09",2458371.3793,"g", -19.11, 16.64,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 09",2458371.3801,"u", -19.73, 16.02,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 09",2458371.3801,"u", -19.69, 16.06,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6295,"r", -18.97, 16.78,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6323,"g", -19.36, 16.39,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6351,"i", -18.74, 17.01,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6369,"r", -18.91, 16.83,0.03, 20.77,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6378,"r", -18.94, 16.81,0.04, 20.77,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6378,"r", -18.94, 16.81,0.04, 20.77,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6392,"u", -19.77, 15.98,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6420,"r", -18.98, 16.77,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6448,"g", -19.38, 16.37,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6476,"i", -18.78, 16.97,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6514,"r", -18.95, 16.80,0.03, 20.74,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6517,"u", -19.77, 15.98,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6838,"r", -18.96, 16.78,0.04, 20.71,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6959,"g", -19.44, 16.31,0.02, 20.80,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6968,"g", -19.45, 16.29,0.03, 20.83,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6968,"g", -19.45, 16.29,0.03, 20.83,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.7138,"g", -19.46, 16.29,0.03, 20.78,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.7138,"g", -19.46, 16.29,0.03, 20.78,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.7359,"g", -19.46, 16.28,0.03, 20.54,"P48+ZTF","None","None",True
"2018 Sep 10",2458372.3538,"i", -18.84, 16.90,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458372.3539,"i", -18.94, 16.81,0.10, 22.00,"LT+IOO","None","None",False
"2018 Sep 10",2458372.3545,"r", -19.32, 16.43,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458372.3546,"r", -19.29, 16.46,0.10, 22.00,"LT+IOO","None","None",False
"2018 Sep 10",2458372.3553,"g", -19.58, 16.17,0.10, 22.00,"LT+IOO","None","None",False
"2018 Sep 10",2458372.3553,"g", -19.52, 16.23,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458372.3560,"u", -20.05, 15.70,0.10, 22.00,"LT+IOO","None","None",False
"2018 Sep 10",2458372.3560,"u", -20.04, 15.70,0.02, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 11",2458372.6396,"r", -19.27, 16.48,0.04, 20.70,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.6396,"r", -19.27, 16.48,0.04, 20.70,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.6586,"r", -19.26, 16.49,0.06, 20.64,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.6586,"r", -19.26, 16.49,0.06, 20.64,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.6861,"r", -19.28, 16.47,0.04, 20.55,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.6861,"r", -19.28, 16.47,0.04, 20.55,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.7134,"g", -19.75, 15.99,0.03, 20.74,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.7371,"g", -19.76, 15.99,0.02, 20.38,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.7371,"g", -19.76, 15.99,0.02, 20.38,"P48+ZTF","None","None",True
"2018 Sep 11",2458373.3943,"u", -19.99, 15.76,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 11",2458373.3943,"u", -19.95, 15.79,0.02, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 11",2458373.3950,"g", -19.72, 16.03,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 11",2458373.3950,"g", -19.29, 16.46,0.03, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 11",2458373.3957,"r", -19.44, 16.31,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 11",2458373.3957,"r", -19.46, 16.28,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 11",2458373.3964,"i", -19.10, 16.65,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 11",2458373.3964,"i", -19.13, 16.62,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 11",2458373.3971,"z", -18.92, 16.83,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 11",2458373.3971,"z", -18.92, 16.82,0.01, 99.00,"LT+IOO","Fremling Automated Pipeline","SDSS",True
"2018 Sep 12",2458373.6276,"r", -19.39, 16.36,0.03, 20.31,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.6447,"r", -19.43, 16.32,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 12",2458373.6464,"g", -19.76, 15.99,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 12",2458373.6481,"i", -19.20, 16.55,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 12",2458373.6498,"u", -19.85, 15.90,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 12",2458373.6627,"r", -19.40, 16.35,0.03, 20.65,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.6627,"r", -19.40, 16.35,0.03, 20.65,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.6850,"r", -19.41, 16.34,0.03, 20.47,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.6850,"r", -19.41, 16.34,0.03, 20.47,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.6984,"g", -19.83, 15.91,0.02, 20.56,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.7189,"g", -19.85, 15.90,0.03, 20.53,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.7360,"g", -19.84, 15.91,0.02, 20.33,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6316,"r", -19.45, 16.30,0.04, 20.62,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6316,"r", -19.45, 16.30,0.04, 20.62,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6429,"r", -19.42, 16.32,0.03, 20.66,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6495,"r", -19.45, 16.30,0.03, 20.63,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6551,"r", -19.46, 16.29,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 13",2458374.6569,"g", -19.72, 16.03,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 13",2458374.6586,"i", -19.30, 16.45,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 13",2458374.6603,"u", -19.83, 15.92,0.03, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 13",2458374.6845,"r", -19.45, 16.29,0.04, 20.56,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6845,"r", -19.45, 16.29,0.04, 20.56,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6994,"g", -19.83, 15.91,0.03, 20.50,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6994,"g", -19.83, 15.91,0.03, 20.50,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.7041,"g", -19.82, 15.93,0.02, 20.60,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.7264,"g", -19.83, 15.92,0.03, 20.44,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.7428,"g", -19.83, 15.91,0.03, 20.30,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.7428,"g", -19.83, 15.91,0.03, 20.30,"P48+ZTF","None","None",True
"2018 Sep 14",2458375.6206,"r", 99.0, 99.0,99.0, 20.10,"P48+ZTF","None","None",True
"2018 Sep 14",2458375.6247,"r", -19.43, 16.31,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 14",2458375.6265,"g", -19.68, 16.07,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 14",2458375.6282,"i", -19.32, 16.43,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 14",2458375.6299,"u", -19.77, 15.98,0.03, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 14",2458375.6757,"r", -19.42, 16.33,0.04, 20.47,"P48+ZTF","None","None",True
"2018 Sep 14",2458375.6757,"r", -19.42, 16.33,0.04, 20.47,"P48+ZTF","None","None",True
"2018 Sep 14",2458375.7144,"g", -19.78, 15.97,0.04, 20.58,"P48+ZTF","None","None",True
"2018 Sep 14",2458375.7144,"g", -19.78, 15.97,0.04, 20.58,"P48+ZTF","None","None",True
