date,jdobs,filter,absmag,magpsf,sigmamagpsf,limmag,instrument,reducedby,refsys,issub 
"2018 Aug 27",2458357.7426,"r", 99.0, 99.0,99.0, 19.75,"P48+ZTF","None","None",True
"2018 Aug 27",2458357.7649,"r", 99.0, 99.0,99.0, 19.68,"P48+ZTF","None","None",True
"2018 Aug 27",2458357.7845,"r", 99.0, 99.0,99.0, 19.53,"P48+ZTF","None","None",True
"2018 Aug 28",2458358.7016,"r", 99.0, 99.0,99.0, 20.04,"P48+ZTF","None","None",True
"2018 Aug 28",2458358.7249,"r", 99.0, 99.0,99.0, 19.88,"P48+ZTF","None","None",True
"2018 Aug 28",2458358.7416,"r", 99.0, 99.0,99.0, 19.84,"P48+ZTF","None","None",True
"2018 Aug 29",2458359.7142,"r", 99.0, 99.0,99.0, 19.84,"P48+ZTF","None","None",True
"2018 Aug 29",2458359.7184,"r", 99.0, 99.0,99.0, 19.27,"P48+ZTF","None","None",True
"2018 Aug 29",2458359.7455,"r", 99.0, 99.0,99.0, 18.74,"P48+ZTF","None","None",True
"2018 Aug 29",2458359.7683,"r", 99.0, 99.0,99.0, 19.43,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.6423,"g", 99.0, 99.0,99.0, 20.39,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.6569,"g", 99.0, 99.0,99.0, 20.78,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.7256,"r", 99.0, 99.0,99.0, 20.04,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.7468,"r", 99.0, 99.0,99.0, 20.16,"P48+ZTF","None","None",True
"2018 Aug 30",2458360.7647,"r", 99.0, 99.0,99.0, 19.87,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.6461,"r", 99.0, 99.0,99.0, 20.42,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.6666,"g", 99.0, 99.0,99.0, 20.78,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.6696,"g", 99.0, 99.0,99.0, 20.84,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.6971,"g", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.7454,"r", 99.0, 99.0,99.0, 20.24,"P48+ZTF","None","None",True
"2018 Aug 31",2458361.7889,"r", 99.0, 99.0,99.0, 19.86,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.6376,"r", 99.0, 99.0,99.0, 20.40,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.6563,"r", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.6572,"r", 99.0, 99.0,99.0, 20.75,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.6739,"r", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.7012,"g", 99.0, 99.0,99.0, 20.85,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.7021,"g", 99.0, 99.0,99.0, 20.82,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.7139,"g", 99.0, 99.0,99.0, 20.39,"P48+ZTF","None","None",True
"2018 Sep 01",2458362.7357,"g", 99.0, 99.0,99.0, 20.45,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.6703,"g", 99.0, 99.0,99.0, 20.23,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.7045,"g", 99.0, 99.0,99.0, 20.52,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.7188,"r", 99.0, 99.0,99.0, 20.25,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.7389,"r", 99.0, 99.0,99.0, 19.66,"P48+ZTF","None","None",True
"2018 Sep 02",2458363.7567,"r", 99.0, 99.0,99.0, 19.98,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.6421,"r", 99.0, 99.0,99.0, 20.55,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.6580,"r", 99.0, 99.0,99.0, 20.78,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.6741,"r", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.7015,"g", 99.0, 99.0,99.0, 20.80,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.7160,"g", 99.0, 99.0,99.0, 20.82,"P48+ZTF","None","None",True
"2018 Sep 03",2458364.7373,"g", 99.0, 99.0,99.0, 20.74,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.6352,"r", 99.0, 99.0,99.0, 20.52,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.6579,"r", 99.0, 99.0,99.0, 20.75,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.6588,"r", 99.0, 99.0,99.0, 20.73,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.6777,"r", 99.0, 99.0,99.0, 20.67,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.7212,"g", 99.0, 99.0,99.0, 20.77,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.7231,"g", 99.0, 99.0,99.0, 20.71,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.7334,"g", 99.0, 99.0,99.0, 20.70,"P48+ZTF","None","None",True
"2018 Sep 04",2458365.7573,"g", 99.0, 99.0,99.0, 20.54,"P48+ZTF","None","None",True
"2018 Sep 05",2458366.6983,"g", 99.0, 99.0,99.0, 20.90,"P48+ZTF","None","None",True
"2018 Sep 05",2458366.7131,"g", 99.0, 99.0,99.0, 20.88,"P48+ZTF","None","None",True
"2018 Sep 05",2458366.7357,"g", 99.0, 99.0,99.0, 20.78,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.6494,"r", 99.0, 99.0,99.0, 20.66,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.6762,"r", 99.0, 99.0,99.0, 20.46,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.7062,"r", 99.0, 99.0,99.0, 20.32,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.7173,"g", 99.0, 99.0,99.0, 20.66,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.7439,"g", 99.0, 99.0,99.0, 20.45,"P48+ZTF","None","None",True
"2018 Sep 06",2458367.7617,"g", 99.0, 99.0,99.0, 20.23,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6362,"r", 99.0, 99.0,99.0, 20.68,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6512,"r", 99.0, 99.0,99.0, 20.65,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6619,"r", 99.0, 99.0,99.0, 20.71,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6751,"r", 99.0, 99.0,99.0, 20.58,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.6972,"g", 99.0, 99.0,99.0, 20.74,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.7240,"g", 99.0, 99.0,99.0, 20.63,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.7263,"g", 99.0, 99.0,99.0, 20.63,"P48+ZTF","None","None",True
"2018 Sep 07",2458368.7350,"g", 99.0, 99.0,99.0, 20.62,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.6411,"r", 99.0, 99.0,99.0, 20.70,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.6491,"r", 99.0, 99.0,99.0, 20.67,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.6759,"r", 99.0, 99.0,99.0, 20.63,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.7188,"g", 99.0, 99.0,99.0, 20.65,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.7448,"g", 99.0, 99.0,99.0, 20.47,"P48+ZTF","None","None",True
"2018 Sep 08",2458369.7541,"g", 99.0, 99.0,99.0, 20.39,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.6408,"r", 99.0, 99.0,99.0, 20.47,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.6634,"r", -15.27, 20.48,0.26, 20.53,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.6856,"g", -16.05, 19.70,0.14, 20.79,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.6994,"g", -16.40, 19.34,0.11, 20.63,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.7153,"g", -16.95, 18.80,0.08, 20.57,"P48+ZTF","None","None",True
"2018 Sep 09",2458370.7612,"r", -17.39, 18.36,0.08, 19.85,"P48+ZTF","None","None",True
"2018 Sep 09",2458371.0893,"UVW1", -19.90, 15.84,0.05, 20.87,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.0907,"u", -19.38, 16.37,0.06, 20.40,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.0917,"B", -19.07, 16.68,0.06, 19.83,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.0940,"UVW2", -20.25, 15.49,0.06, 21.76,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.0964,"V", -18.75, 16.99,0.11, 19.08,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.1012,"UVM2", -20.02, 15.73,0.05, 22.20,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.1576,"UVW1", -20.02, 15.73,0.05, 20.97,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.1591,"u", -19.54, 16.21,0.06, 20.52,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.1600,"B", -19.16, 16.59,0.06, 19.94,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.1624,"UVW2", -20.38, 15.37,0.06, 21.73,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.1648,"V", -19.14, 16.61,0.09, 19.09,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.1668,"UVM2", -20.15, 15.60,0.05, 21.36,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 09",2458371.3779,"i", -18.53, 17.22,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 09",2458371.3786,"r", -18.86, 16.89,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 09",2458371.3793,"g", -19.20, 16.55,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 09",2458371.3801,"u", -19.73, 16.02,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 10",2458371.6295,"r", -18.97, 16.78,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6323,"g", -19.36, 16.39,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6351,"i", -18.74, 17.01,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6369,"r", -18.91, 16.83,0.03, 20.77,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6378,"r", -18.94, 16.81,0.04, 20.77,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6392,"u", -19.77, 15.98,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6420,"r", -18.98, 16.77,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6448,"g", -19.38, 16.37,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6476,"i", -18.78, 16.97,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6514,"r", -18.95, 16.80,0.03, 20.74,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6517,"u", -19.77, 15.98,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 10",2458371.6838,"r", -18.96, 16.78,0.04, 20.71,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6959,"g", -19.44, 16.31,0.02, 20.80,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.6968,"g", -19.45, 16.29,0.03, 20.83,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.7138,"g", -19.46, 16.29,0.03, 20.78,"P48+ZTF","None","None",True
"2018 Sep 10",2458371.7359,"g", -19.46, 16.28,0.03, 20.54,"P48+ZTF","None","None",True
"2018 Sep 10",2458372.3539,"i", -18.94, 16.81,0.10, 22.00,"LT+IOO","None","None",False
"2018 Sep 10",2458372.3546,"r", -19.29, 16.46,0.10, 22.00,"LT+IOO","None","None",False
"2018 Sep 10",2458372.3553,"g", -19.58, 16.17,0.10, 22.00,"LT+IOO","None","None",False
"2018 Sep 10",2458372.3560,"u", -20.05, 15.70,0.10, 22.00,"LT+IOO","None","None",False
"2018 Sep 11",2458372.6396,"r", -19.27, 16.48,0.04, 20.70,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.6586,"r", -19.26, 16.49,0.06, 20.64,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.6861,"r", -19.28, 16.47,0.04, 20.55,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.7134,"g", -19.75, 15.99,0.03, 20.74,"P48+ZTF","None","None",True
"2018 Sep 11",2458372.7371,"g", -19.76, 15.99,0.02, 20.38,"P48+ZTF","None","None",True
"2018 Sep 11",2458373.3943,"u", -19.99, 15.76,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 11",2458373.3950,"g", -19.72, 16.03,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 11",2458373.3957,"r", -19.44, 16.31,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 11",2458373.3964,"i", -19.10, 16.65,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 11",2458373.3971,"z", -18.92, 16.83,0.10, 22.00,"LT+IOO","Perley","SDSS",False
"2018 Sep 12",2458373.6276,"r", -19.39, 16.36,0.03, 20.31,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.6447,"r", -19.43, 16.32,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 12",2458373.6464,"g", -19.76, 15.99,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 12",2458373.6481,"i", -19.20, 16.55,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 12",2458373.6498,"u", -19.85, 15.90,0.02, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 12",2458373.6627,"r", -19.40, 16.35,0.03, 20.65,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.6850,"r", -19.41, 16.34,0.03, 20.47,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.6984,"g", -19.83, 15.91,0.02, 20.56,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.7189,"g", -19.85, 15.90,0.03, 20.53,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.7360,"g", -19.84, 15.91,0.02, 20.33,"P48+ZTF","None","None",True
"2018 Sep 12",2458373.8829,"UVW1", -20.45, 15.30,0.06, 20.14,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458373.8834,"u", -20.02, 15.73,0.07, 19.47,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458373.8837,"B", -19.91, 15.83,0.08, 18.93,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458373.8844,"UVW2", -20.15, 15.60,0.07, 20.77,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458373.8852,"V", -19.62, 16.13,0.14, 18.00,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458373.8864,"UVM2", -20.56, 15.19,0.05, 20.98,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.0819,"UVW1", -20.52, 15.23,0.06, 20.15,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.0824,"u", -20.09, 15.66,0.07, 19.45,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.0827,"B", -19.92, 15.83,0.08, 18.91,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.0835,"UVW2", -20.09, 15.66,0.07, 20.82,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.0842,"V", -19.72, 16.03,0.13, 17.98,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.0855,"UVM2", -20.57, 15.18,0.05, 21.10,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.4800,"UVW1", -20.35, 15.40,0.06, 20.24,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.4809,"B", -19.90, 15.85,0.08, 19.02,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.4809,"u", -20.00, 15.74,0.07, 19.57,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.4819,"UVW2", -19.89, 15.86,0.07, 20.90,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.4829,"V", -19.76, 15.99,0.12, 18.10,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 12",2458374.4839,"UVM2", -20.36, 15.39,0.05, 21.09,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 13",2458374.6316,"r", -19.45, 16.30,0.04, 20.62,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6429,"r", -19.42, 16.32,0.03, 20.66,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6495,"r", -19.45, 16.30,0.03, 20.63,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6551,"r", -19.46, 16.29,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 13",2458374.6569,"g", -19.72, 16.03,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 13",2458374.6586,"i", -19.30, 16.45,0.01, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 13",2458374.6603,"u", -19.83, 15.92,0.03, 99.00,"P60+SEDM","Fremling Automated Pipeline","SDSS",True
"2018 Sep 13",2458374.6845,"r", -19.45, 16.29,0.04, 20.56,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.6994,"g", -19.83, 15.91,0.03, 20.50,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.7041,"g", -19.82, 15.93,0.02, 20.60,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.7264,"g", -19.83, 15.92,0.03, 20.44,"P48+ZTF","None","None",True
"2018 Sep 13",2458374.7428,"g", -19.83, 15.91,0.03, 20.30,"P48+ZTF","None","None",True
"2018 Sep 13",2458375.3400,"UVW1", -20.04, 15.71,0.06, 20.67,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 13",2458375.3409,"u", -20.04, 15.70,0.06, 19.88,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 13",2458375.3419,"B", -19.74, 16.01,0.07, 19.31,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 13",2458375.3429,"UVW2", -19.41, 16.34,0.07, 21.39,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
"2018 Sep 13",2458375.3439,"V", -19.64, 16.11,0.10, 18.51,"Swift+UVOT","Steve Schulze","UVOT ZPs; AB; no ext corr, aperture photometry, significant host contamination, extraction aperture reduced to 3''",False
